"location","day_index","day","temperature"
"frederic",260,259.5,12.7
"frederic",261,260.5,12.8
"frederic",262,261.5,12
"frederic",263,262.5,11.8
"frederic",264,263.5,13
"frederic",265,264.5,11.8
"frederic",266,265.5,12.1
"frederic",267,266.5,11
"frederic",268,267.5,11.2
"frederic",269,268.5,11.2
"frederic",270,269.5,11.4
"frederic",271,270.5,11
"frederic",272,271.5,10.5
"frederic",273,272.5,10.3
"frederic",274,273.5,9.9
"frederic",275,274.5,11.3
"frederic",276,275.5,10.8
"frederic",277,276.5,8.8
"frederic",278,277.5,8.3
"frederic",279,278.5,8.9
"frederic",280,279.5,9.2
"frederic",281,280.5,8.7
"frederic",282,281.5,8.2
"frederic",283,282.5,7.5
"frederic",284,283.5,7
"frederic",285,284.5,8.1
"frederic",286,285.5,7.8
"frederic",287,286.5,7.4
"frederic",288,287.5,7.8
"frederic",289,288.5,7.6
"frederic",290,289.5,6.9
"frederic",291,290.5,7
"frederic",292,291.5,7.1
"frederic",293,292.5,5.8
"frederic",294,293.5,6.4
"frederic",295,294.5,6.4
"frederic",296,295.5,6.4
"frederic",297,296.5,6.4
"frederic",298,297.5,6.4
"frederic",299,298.5,6.4
"frederic",300,299.5,5.1
"frederic",301,300.5,4.9
"frederic",302,301.5,5.3
"frederic",303,302.5,4.4
"frederic",304,303.5,4.1
"frederic",305,304.5,4.5
"frederic",306,305.5,4.6
"frederic",307,306.5,4.5
"frederic",308,307.5,5.4
"frederic",309,308.5,4.2
"frederic",310,309.5,3.5
"frederic",311,310.5,3.7
"frederic",312,311.5,2.5
"frederic",313,312.5,2.8
"frederic",314,313.5,1.8
"frederic",315,314.5,2.5
"frederic",316,315.5,2
"frederic",317,316.5,1.7
"frederic",318,317.5,1.4
"frederic",319,318.5,0.9
"frederic",320,319.5,-0.1
"frederic",321,320.5,0.5
"frederic",322,321.5,0.6
"frederic",323,322.5,-0.9
"frederic",324,323.5,-1
"frederic",325,324.5,-0.3
"frederic",326,325.5,-0.2
"frederic",327,326.5,-1.2
"frederic",328,327.5,-0.8
"frederic",329,328.5,-1.3
"frederic",330,329.5,-1.2
"frederic",331,330.5,-1.4
"frederic",332,331.5,-0.8
"frederic",333,332.5,-0.8
"frederic",334,333.5,-2
"frederic",335,334.5,-3
"frederic",336,335.5,-3.1
"frederic",337,336.5,-3.6
"frederic",338,337.5,-3.4
"frederic",339,338.5,-4.7
"frederic",340,339.5,-3.4
"frederic",341,340.5,-4.1
"frederic",342,341.5,-6.4
"frederic",343,342.5,-5.2
"frederic",344,343.5,-5.1
"frederic",345,344.5,-5.7
"frederic",346,345.5,-6.4
"frederic",347,346.5,-6.1
"frederic",348,347.5,-6.7
"frederic",349,348.5,-6.8
"frederic",350,349.5,-6.6
"frederic",351,350.5,-6.4
"frederic",352,351.5,-7.9
"frederic",353,352.5,-9.6
"frederic",354,353.5,-9.7
"frederic",355,354.5,-8.7
"frederic",356,355.5,-7.8
"frederic",357,356.5,-7.6
"frederic",358,357.5,-7.3
"frederic",359,358.5,-7.3
"frederic",360,359.5,-7.4
"frederic",361,360.5,-9.7
"frederic",362,361.5,-8.7
"frederic",363,362.5,-7.6
"frederic",364,363.5,-8.8
"frederic",365,364.5,-9.4
"halifax",1,0.5,-4.4
"halifax",2,1.5,-4.2
"halifax",3,2.5,-5.3
"halifax",4,3.5,-5.4
"halifax",5,4.5,-5.6
"halifax",6,5.5,-7.1
"halifax",7,6.5,-5.8
"halifax",8,7.5,-5.4
"halifax",9,8.5,-6.8
"halifax",10,9.5,-6.4
"halifax",11,10.5,-7.2
"halifax",12,11.5,-7.9
"halifax",13,12.5,-7.2
"halifax",14,13.5,-6.2
"halifax",15,14.5,-5.7
"halifax",16,15.5,-7.6
"halifax",17,16.5,-7.8
"halifax",18,17.5,-6.6
"halifax",19,18.5,-6.9
"halifax",20,19.5,-7
"halifax",21,20.5,-8.1
"halifax",22,21.5,-7.2
"halifax",23,22.5,-5.1
"halifax",24,23.5,-4.1
"halifax",25,24.5,-4.7
"halifax",26,25.5,-4.8
"halifax",27,26.5,-4.7
"halifax",28,27.5,-5.8
"halifax",29,28.5,-5.9
"halifax",30,29.5,-6.5
"halifax",31,30.5,-7.5
"halifax",32,31.5,-7.7
"halifax",33,32.5,-6.8
"halifax",34,33.5,-6.6
"halifax",35,34.5,-7.2
"halifax",36,35.5,-7.6
"halifax",37,36.5,-8.1
"halifax",38,37.5,-8
"halifax",39,38.5,-6.4
"halifax",40,39.5,-6.4
"halifax",41,40.5,-7
"halifax",42,41.5,-6.6
"halifax",43,42.5,-7.3
"halifax",44,43.5,-6.1
"halifax",45,44.5,-5.6
"halifax",46,45.5,-5.6
"halifax",47,46.5,-5.8
"halifax",48,47.5,-7.5
"halifax",49,48.5,-7.1
"halifax",50,49.5,-5.2
"halifax",51,50.5,-3.8
"halifax",52,51.5,-4.8
"halifax",53,52.5,-4.4
"halifax",54,53.5,-4.8
"halifax",55,54.5,-5.9
"halifax",56,55.5,-5.1
"halifax",57,56.5,-5.3
"halifax",58,57.5,-5.6
"halifax",59,58.5,-4.8
"halifax",60,59.5,-4.5
"halifax",61,60.5,-4.3
"halifax",62,61.5,-4.2
"halifax",63,62.5,-3.6
"halifax",64,63.5,-3.4
"halifax",65,64.5,-3.2
"halifax",66,65.5,-2.9
"halifax",67,66.5,-2.7
"halifax",68,67.5,-4.1
"halifax",69,68.5,-3
"halifax",70,69.5,-2.6
"halifax",71,70.5,-3.5
"halifax",72,71.5,-3.1
"halifax",73,72.5,-2
"halifax",74,73.5,-2
"halifax",75,74.5,-1.9
"halifax",76,75.5,-1.4
"halifax",77,76.5,-1.7
"halifax",78,77.5,-1.6
"halifax",79,78.5,-1
"halifax",80,79.5,-1.7
"halifax",81,80.5,-1.1
"halifax",82,81.5,-0.4
"halifax",83,82.5,0.2
"halifax",84,83.5,-0.1
"halifax",85,84.5,1.1
"halifax",86,85.5,0.9
"halifax",87,86.5,0.6
"halifax",88,87.5,1.2
"halifax",89,88.5,1.6
"halifax",90,89.5,0.5
"halifax",91,90.5,1.1
"halifax",92,91.5,2.1
"halifax",93,92.5,1.8
"halifax",94,93.5,2.3
"halifax",95,94.5,2.6
"halifax",96,95.5,3.1
"halifax",97,96.5,2.7
"halifax",98,97.5,1.7
"halifax",99,98.5,1.9
"halifax",100,99.5,2.4
"halifax",101,100.5,2.8
"halifax",102,101.5,2
"halifax",103,102.5,2.2
"halifax",104,103.5,2.5
"halifax",105,104.5,3.8
"halifax",106,105.5,3.9
"halifax",107,106.5,4.4
"halifax",108,107.5,4.4
"halifax",109,108.5,4.4
"halifax",110,109.5,4.7
"halifax",111,110.5,5.2
"halifax",112,111.5,4.8
"halifax",113,112.5,4.7
"halifax",114,113.5,4.2
"halifax",115,114.5,4.7
"halifax",116,115.5,5.2
"halifax",117,116.5,5.7
"halifax",118,117.5,5.4
"halifax",119,118.5,5.6
"halifax",120,119.5,6.4
"halifax",121,120.5,7
"halifax",122,121.5,7
"halifax",123,122.5,6.7
"halifax",124,123.5,7.2
"halifax",125,124.5,7.2
"halifax",126,125.5,7
"halifax",127,126.5,7.1
"halifax",128,127.5,7
"halifax",129,128.5,7.5
"halifax",130,129.5,7.9
"halifax",131,130.5,8.4
"halifax",132,131.5,8.6
"halifax",133,132.5,9.3
"halifax",134,133.5,9.6
"halifax",135,134.5,9.8
"halifax",136,135.5,9.5
"halifax",137,136.5,9.8
"halifax",138,137.5,9.6
"halifax",139,138.5,9.6
"halifax",140,139.5,11.1
"halifax",141,140.5,11.4
"halifax",142,141.5,11.4
"halifax",143,142.5,11
"halifax",144,143.5,10.4
"halifax",145,144.5,10.4
"halifax",146,145.5,10.5
"halifax",147,146.5,10.8
"halifax",148,147.5,11.5
"halifax",149,148.5,12.9
"halifax",150,149.5,12.8
"halifax",151,150.5,12.7
"halifax",152,151.5,12.5
"halifax",153,152.5,12.6
"halifax",154,153.5,12.9
"halifax",155,154.5,13
"halifax",156,155.5,12.6
"halifax",157,156.5,12.8
"halifax",158,157.5,13.3
"halifax",159,158.5,13.9
"halifax",160,159.5,14.2
"halifax",161,160.5,13.3
"halifax",162,161.5,13.9
"halifax",163,162.5,13.7
"halifax",164,163.5,14
"halifax",165,164.5,13.5
"halifax",166,165.5,15
"halifax",167,166.5,15.4
"halifax",168,167.5,15.3
"halifax",169,168.5,15.5
"halifax",170,169.5,16.2
"halifax",171,170.5,16.6
"halifax",172,171.5,16.4
"halifax",173,172.5,16.3
"halifax",174,173.5,15.9
"halifax",175,174.5,16.3
"halifax",176,175.5,16
"halifax",177,176.5,15.7
"halifax",178,177.5,16.3
"halifax",179,178.5,16.8
"halifax",180,179.5,16.7
"halifax",181,180.5,16.7
"halifax",182,181.5,16.8
"halifax",183,182.5,17.1
"halifax",184,183.5,16.7
"halifax",185,184.5,17.2
"halifax",186,185.5,16.9
"halifax",187,186.5,17
"halifax",188,187.5,17.6
"halifax",189,188.5,18.1
"halifax",190,189.5,18.1
"halifax",191,190.5,18.7
"halifax",192,191.5,18.5
"halifax",193,192.5,17.9
"halifax",194,193.5,18.3
"halifax",195,194.5,18
"halifax",196,195.5,18.3
"halifax",197,196.5,19
"halifax",198,197.5,19.3
"halifax",199,198.5,19.1
"halifax",200,199.5,19.7
"halifax",201,200.5,19.2
"halifax",202,201.5,19.1
"halifax",203,202.5,18.7
"halifax",204,203.5,18.8
"halifax",205,204.5,18.6
"halifax",206,205.5,19.2
"halifax",207,206.5,19.4
"halifax",208,207.5,18.9
"halifax",209,208.5,18.9
"halifax",210,209.5,18.8
"halifax",211,210.5,19.1
"halifax",212,211.5,18.8
"halifax",213,212.5,19.1
"halifax",214,213.5,19
"halifax",215,214.5,19.1
"halifax",216,215.5,19.8
"halifax",217,216.5,19.6
"halifax",218,217.5,19.1
"halifax",219,218.5,19.3
"halifax",220,219.5,19.3
"halifax",221,220.5,19.7
"halifax",222,221.5,18.8
"halifax",223,222.5,19
"halifax",224,223.5,18.6
"halifax",225,224.5,18.8
"halifax",226,225.5,18.7
"halifax",227,226.5,18.2
"halifax",228,227.5,18.4
"halifax",229,228.5,18.5
"halifax",230,229.5,18.5
"halifax",231,230.5,17.9
"halifax",232,231.5,17.2
"halifax",233,232.5,17.4
"halifax",234,233.5,17.3
"halifax",235,234.5,16.6
"halifax",236,235.5,16.7
"halifax",237,236.5,16.6
"halifax",238,237.5,17
"halifax",239,238.5,17.6
"halifax",240,239.5,17.7
"halifax",241,240.5,17.3
"halifax",242,241.5,17
"halifax",243,242.5,16.5
"halifax",244,243.5,16.1
"halifax",245,244.5,16.2
"halifax",246,245.5,15.2
"halifax",247,246.5,14.8
"halifax",248,247.5,15.6
"halifax",249,248.5,15.4
"halifax",250,249.5,15.3
"halifax",251,250.5,15
"halifax",252,251.5,15.4
"halifax",253,252.5,15.4
"halifax",254,253.5,14.8
"halifax",255,254.5,14.1
"halifax",256,255.5,13.5
"halifax",257,256.5,13.5
"halifax",258,257.5,13.9
"halifax",259,258.5,13.4
"halifax",260,259.5,13.8
"halifax",261,260.5,13.6
"halifax",262,261.5,13
"halifax",263,262.5,12.9
"halifax",264,263.5,13.6
"halifax",265,264.5,13.5
"halifax",266,265.5,13.1
"halifax",267,266.5,12.4
"halifax",268,267.5,12.4
"halifax",269,268.5,12.7
"halifax",270,269.5,12.4
"halifax",271,270.5,12.2
"halifax",272,271.5,11.4
"halifax",273,272.5,11.4
"halifax",274,273.5,10.9
"halifax",275,274.5,11.9
"halifax",276,275.5,12
"halifax",277,276.5,10.6
"halifax",278,277.5,9.7
"halifax",279,278.5,9.8
"halifax",280,279.5,10.5
"halifax",281,280.5,9.9
"halifax",282,281.5,9.5
"halifax",283,282.5,9.1
"halifax",284,283.5,8.5
"halifax",285,284.5,9.2
"halifax",286,285.5,9.1
"halifax",287,286.5,8.4
"halifax",288,287.5,9.1
"halifax",289,288.5,8.7
"halifax",290,289.5,7.9
"halifax",291,290.5,7.8
"halifax",292,291.5,8.1
"halifax",293,292.5,7.1
"halifax",294,293.5,7.4
"halifax",295,294.5,7.7
"halifax",296,295.5,7.3
"halifax",297,296.5,7.4
"halifax",298,297.5,7.8
"halifax",299,298.5,7.4
"halifax",300,299.5,6.6
"halifax",301,300.5,6.3
"halifax",302,301.5,6.6
"halifax",303,302.5,5.6
"halifax",304,303.5,5.3
"halifax",305,304.5,6.3
"halifax",306,305.5,6.2
"halifax",307,306.5,5.8
"halifax",308,307.5,6.7
"halifax",309,308.5,6.4
"halifax",310,309.5,5.6
"halifax",311,310.5,5.1
"halifax",312,311.5,4.3
"halifax",313,312.5,4.5
"halifax",314,313.5,3.7
"halifax",315,314.5,4.4
"halifax",316,315.5,3.8
"halifax",317,316.5,3.5
"halifax",318,317.5,3.4
"halifax",319,318.5,2.7
"halifax",320,319.5,2.3
"halifax",321,320.5,2.7
"halifax",322,321.5,2.8
"halifax",323,322.5,1.4
"halifax",324,323.5,1.3
"halifax",325,324.5,2
"halifax",326,325.5,2
"halifax",327,326.5,1.1
"halifax",328,327.5,1.4
"halifax",329,328.5,1.2
"halifax",330,329.5,1.3
"halifax",331,330.5,1.2
"halifax",332,331.5,1.6
"halifax",333,332.5,2.1
"halifax",334,333.5,0.4
"halifax",335,334.5,0
"halifax",336,335.5,-0.2
"halifax",337,336.5,-0.3
"halifax",338,337.5,0
"halifax",339,338.5,-1.1
"halifax",340,339.5,-0.2
"halifax",341,340.5,-0.3
"halifax",342,341.5,-2.4
"halifax",343,342.5,-1.8
"halifax",344,343.5,-1.9
"halifax",345,344.5,-2.5
"halifax",346,345.5,-3
"halifax",347,346.5,-3
"halifax",348,347.5,-3
"halifax",349,348.5,-3
"halifax",350,349.5,-2.9
"halifax",351,350.5,-3
"halifax",352,351.5,-4.1
"halifax",353,352.5,-5.9
"halifax",354,353.5,-6.1
"halifax",355,354.5,-5
"halifax",356,355.5,-3.8
"halifax",357,356.5,-3.4
"halifax",358,357.5,-3.4
"halifax",359,358.5,-3.6
"halifax",360,359.5,-3.6
"halifax",361,360.5,-5.9
"halifax",362,361.5,-5
"halifax",363,362.5,-3.6
"halifax",364,363.5,-4.9
"halifax",365,364.5,-5.7
"inuvik",1,0.5,-26.3
"inuvik",2,1.5,-27.1
"inuvik",3,2.5,-27.8
"inuvik",4,3.5,-28.2
"inuvik",5,4.5,-27.2
"inuvik",6,5.5,-27.6
"inuvik",7,6.5,-27.2
"inuvik",8,7.5,-27.3
"inuvik",9,8.5,-28.2
"inuvik",10,9.5,-28.8
"inuvik",11,10.5,-29.1
"inuvik",12,11.5,-30
"inuvik",13,12.5,-30.5
"inuvik",14,13.5,-30.6
"inuvik",15,14.5,-30.9
"inuvik",16,15.5,-31.5
"inuvik",17,16.5,-30.6
"inuvik",18,17.5,-29.3
"inuvik",19,18.5,-27.3
"inuvik",20,19.5,-27.4
"inuvik",21,20.5,-28.5
"inuvik",22,21.5,-28.8
"inuvik",23,22.5,-28.7
"inuvik",24,23.5,-27.3
"inuvik",25,24.5,-26.7
"inuvik",26,25.5,-27
"inuvik",27,26.5,-29.4
"inuvik",28,27.5,-28.6
"inuvik",29,28.5,-28.5
"inuvik",30,29.5,-30.1
"inuvik",31,30.5,-31
"inuvik",32,31.5,-31.2
"inuvik",33,32.5,-30.5
"inuvik",34,33.5,-29.9
"inuvik",35,34.5,-29.2
"inuvik",36,35.5,-28.4
"inuvik",37,36.5,-28.8
"inuvik",38,37.5,-28
"inuvik",39,38.5,-26.8
"inuvik",40,39.5,-27.2
"inuvik",41,40.5,-28.5
"inuvik",42,41.5,-29.7
"inuvik",43,42.5,-29.4
"inuvik",44,43.5,-29.9
"inuvik",45,44.5,-31.3
"inuvik",46,45.5,-30.7
"inuvik",47,46.5,-31
"inuvik",48,47.5,-32.1
"inuvik",49,48.5,-31.3
"inuvik",50,49.5,-29.8
"inuvik",51,50.5,-28.4
"inuvik",52,51.5,-27.4
"inuvik",53,52.5,-26.6
"inuvik",54,53.5,-26.2
"inuvik",55,54.5,-26.2
"inuvik",56,55.5,-24.4
"inuvik",57,56.5,-23.1
"inuvik",58,57.5,-23.6
"inuvik",59,58.5,-23.6
"inuvik",60,59.5,-24.4
"inuvik",61,60.5,-25.7
"inuvik",62,61.5,-26.4
"inuvik",63,62.5,-26.1
"inuvik",64,63.5,-26.9
"inuvik",65,64.5,-26.3
"inuvik",66,65.5,-24.4
"inuvik",67,66.5,-25
"inuvik",68,67.5,-24.4
"inuvik",69,68.5,-23.8
"inuvik",70,69.5,-24.2
"inuvik",71,70.5,-23.8
"inuvik",72,71.5,-24.2
"inuvik",73,72.5,-25.4
"inuvik",74,73.5,-25.1
"inuvik",75,74.5,-24
"inuvik",76,75.5,-24.2
"inuvik",77,76.5,-23.9
"inuvik",78,77.5,-24.1
"inuvik",79,78.5,-23.6
"inuvik",80,79.5,-23.4
"inuvik",81,80.5,-23.2
"inuvik",82,81.5,-23
"inuvik",83,82.5,-22.7
"inuvik",84,83.5,-21.4
"inuvik",85,84.5,-21.6
"inuvik",86,85.5,-22.3
"inuvik",87,86.5,-21.3
"inuvik",88,87.5,-20.5
"inuvik",89,88.5,-20
"inuvik",90,89.5,-19.5
"inuvik",91,90.5,-19.4
"inuvik",92,91.5,-20
"inuvik",93,92.5,-19
"inuvik",94,93.5,-18.3
"inuvik",95,94.5,-18.3
"inuvik",96,95.5,-18.7
"inuvik",97,96.5,-18.1
"inuvik",98,97.5,-18.6
"inuvik",99,98.5,-18.5
"inuvik",100,99.5,-17.5
"inuvik",101,100.5,-17.4
"inuvik",102,101.5,-17.2
"inuvik",103,102.5,-14.6
"inuvik",104,103.5,-13.9
"inuvik",105,104.5,-13.2
"inuvik",106,105.5,-12.7
"inuvik",107,106.5,-12.8
"inuvik",108,107.5,-13
"inuvik",109,108.5,-12.8
"inuvik",110,109.5,-11.9
"inuvik",111,110.5,-11.2
"inuvik",112,111.5,-10.7
"inuvik",113,112.5,-10.6
"inuvik",114,113.5,-10.5
"inuvik",115,114.5,-8.1
"inuvik",116,115.5,-8.1
"inuvik",117,116.5,-8.7
"inuvik",118,117.5,-7.8
"inuvik",119,118.5,-6.9
"inuvik",120,119.5,-5.8
"inuvik",121,120.5,-5
"inuvik",122,121.5,-4.8
"inuvik",123,122.5,-5.4
"inuvik",124,123.5,-5.2
"inuvik",125,124.5,-4
"inuvik",126,125.5,-4.2
"inuvik",127,126.5,-3.5
"inuvik",128,127.5,-3.9
"inuvik",129,128.5,-3.6
"inuvik",130,129.5,-3.5
"inuvik",131,130.5,-3.7
"inuvik",132,131.5,-3.5
"inuvik",133,132.5,-3.3
"inuvik",134,133.5,-3.2
"inuvik",135,134.5,-2.1
"inuvik",136,135.5,-0.3
"inuvik",137,136.5,0.7
"inuvik",138,137.5,1.2
"inuvik",139,138.5,1.4
"inuvik",140,139.5,0.9
"inuvik",141,140.5,1.5
"inuvik",142,141.5,2.3
"inuvik",143,142.5,1.3
"inuvik",144,143.5,1.6
"inuvik",145,144.5,3.4
"inuvik",146,145.5,4.5
"inuvik",147,146.5,4.1
"inuvik",148,147.5,4.3
"inuvik",149,148.5,5.4
"inuvik",150,149.5,6.6
"inuvik",151,150.5,7.4
"inuvik",152,151.5,7.2
"inuvik",153,152.5,6.7
"inuvik",154,153.5,7
"inuvik",155,154.5,7.1
"inuvik",156,155.5,7.7
"inuvik",157,156.5,8.9
"inuvik",158,157.5,9.3
"inuvik",159,158.5,9.1
"inuvik",160,159.5,9.1
"inuvik",161,160.5,9.5
"inuvik",162,161.5,9.9
"inuvik",163,162.5,10.6
"inuvik",164,163.5,11.5
"inuvik",165,164.5,12.7
"inuvik",166,165.5,11.8
"inuvik",167,166.5,11.8
"inuvik",168,167.5,11.6
"inuvik",169,168.5,11.8
"inuvik",170,169.5,12.3
"inuvik",171,170.5,11.8
"inuvik",172,171.5,11.6
"inuvik",173,172.5,12.6
"inuvik",174,173.5,12.1
"inuvik",175,174.5,11.8
"inuvik",176,175.5,11.4
"inuvik",177,176.5,11.8
"inuvik",178,177.5,12.1
"inuvik",179,178.5,12.3
"inuvik",180,179.5,13.5
"inuvik",181,180.5,13.2
"inuvik",182,181.5,12.9
"inuvik",183,182.5,13.6
"inuvik",184,183.5,13.4
"inuvik",185,184.5,14.1
"inuvik",186,185.5,13.7
"inuvik",187,186.5,13.1
"inuvik",188,187.5,14
"inuvik",189,188.5,14.5
"inuvik",190,189.5,14.5
"inuvik",191,190.5,15.1
"inuvik",192,191.5,14
"inuvik",193,192.5,13.8
"inuvik",194,193.5,14.3
"inuvik",195,194.5,14.7
"inuvik",196,195.5,14.9
"inuvik",197,196.5,15
"inuvik",198,197.5,15.3
"inuvik",199,198.5,15
"inuvik",200,199.5,13.5
"inuvik",201,200.5,13.9
"inuvik",202,201.5,13.5
"inuvik",203,202.5,12.9
"inuvik",204,203.5,12.9
"inuvik",205,204.5,13.9
"inuvik",206,205.5,13.4
"inuvik",207,206.5,13.5
"inuvik",208,207.5,13.5
"inuvik",209,208.5,13.8
"inuvik",210,209.5,14
"inuvik",211,210.5,13.8
"inuvik",212,211.5,13.6
"inuvik",213,212.5,14
"inuvik",214,213.5,13.4
"inuvik",215,214.5,12.1
"inuvik",216,215.5,11.5
"inuvik",217,216.5,11.3
"inuvik",218,217.5,12.6
"inuvik",219,218.5,12.6
"inuvik",220,219.5,12.4
"inuvik",221,220.5,11.8
"inuvik",222,221.5,11.5
"inuvik",223,222.5,12.3
"inuvik",224,223.5,11.2
"inuvik",225,224.5,10.8
"inuvik",226,225.5,11.1
"inuvik",227,226.5,11.8
"inuvik",228,227.5,11.7
"inuvik",229,228.5,11.2
"inuvik",230,229.5,11.6
"inuvik",231,230.5,11
"inuvik",232,231.5,10
"inuvik",233,232.5,10.3
"inuvik",234,233.5,9.5
"inuvik",235,234.5,9.4
"inuvik",236,235.5,9.2
"inuvik",237,236.5,9.7
"inuvik",238,237.5,9.2
"inuvik",239,238.5,7.6
"inuvik",240,239.5,7.2
"inuvik",241,240.5,7.8
"inuvik",242,241.5,7.6
"inuvik",243,242.5,7.5
"inuvik",244,243.5,6.3
"inuvik",245,244.5,5.7
"inuvik",246,245.5,6.4
"inuvik",247,246.5,6.2
"inuvik",248,247.5,5
"inuvik",249,248.5,5.2
"inuvik",250,249.5,4.8
"inuvik",251,250.5,4.9
"inuvik",252,251.5,4.6
"inuvik",253,252.5,4.8
"inuvik",254,253.5,5
"inuvik",255,254.5,5
"inuvik",256,255.5,5
"inuvik",257,256.5,5.2
"inuvik",258,257.5,5.1
"inuvik",259,258.5,4.5
"inuvik",260,259.5,3.7
"inuvik",261,260.5,2.9
"inuvik",262,261.5,2.4
"inuvik",263,262.5,2.1
"inuvik",264,263.5,2.4
"inuvik",265,264.5,0.9
"inuvik",266,265.5,0.7
"inuvik",267,266.5,0.3
"inuvik",268,267.5,-0.2
"inuvik",269,268.5,-0.3
"inuvik",270,269.5,-0.1
"inuvik",271,270.5,-0.5
"inuvik",272,271.5,-1.1
"inuvik",273,272.5,-1.5
"inuvik",274,273.5,-1.8
"inuvik",275,274.5,-2.4
"inuvik",276,275.5,-2.6
"inuvik",277,276.5,-3.4
"inuvik",278,277.5,-3.4
"inuvik",279,278.5,-2.5
"inuvik",280,279.5,-2.2
"inuvik",281,280.5,-2.7
"inuvik",282,281.5,-3.8
"inuvik",283,282.5,-3.7
"inuvik",284,283.5,-4.6
"inuvik",285,284.5,-6.4
"inuvik",286,285.5,-6.9
"inuvik",287,286.5,-7.1
"inuvik",288,287.5,-7.6
"inuvik",289,288.5,-8.3
"inuvik",290,289.5,-9
"inuvik",291,290.5,-9.5
"inuvik",292,291.5,-9.8
"inuvik",293,292.5,-10.7
"inuvik",294,293.5,-11.4
"inuvik",295,294.5,-11.4
"inuvik",296,295.5,-10.7
"inuvik",297,296.5,-11.7
"inuvik",298,297.5,-11.6
"inuvik",299,298.5,-13.1
"inuvik",300,299.5,-13.9
"inuvik",301,300.5,-14.1
"inuvik",302,301.5,-14.8
"inuvik",303,302.5,-15.5
"inuvik",304,303.5,-16.4
"inuvik",305,304.5,-15.8
"inuvik",306,305.5,-16.8
"inuvik",307,306.5,-16.7
"inuvik",308,307.5,-16.5
"inuvik",309,308.5,-17.9
"inuvik",310,309.5,-18.4
"inuvik",311,310.5,-18.4
"inuvik",312,311.5,-18.5
"inuvik",313,312.5,-18.7
"inuvik",314,313.5,-19.1
"inuvik",315,314.5,-18.8
"inuvik",316,315.5,-18.5
"inuvik",317,316.5,-18.4
"inuvik",318,317.5,-19.6
"inuvik",319,318.5,-21.9
"inuvik",320,319.5,-22.7
"inuvik",321,320.5,-21.8
"inuvik",322,321.5,-23.1
"inuvik",323,322.5,-23.6
"inuvik",324,323.5,-23.8
"inuvik",325,324.5,-24.4
"inuvik",326,325.5,-25
"inuvik",327,326.5,-25.5
"inuvik",328,327.5,-25.9
"inuvik",329,328.5,-27.3
"inuvik",330,329.5,-27.2
"inuvik",331,330.5,-26.2
"inuvik",332,331.5,-24.8
"inuvik",333,332.5,-24.9
"inuvik",334,333.5,-24.8
"inuvik",335,334.5,-25.2
"inuvik",336,335.5,-25.2
"inuvik",337,336.5,-24.4
"inuvik",338,337.5,-24.9
"inuvik",339,338.5,-26.3
"inuvik",340,339.5,-27.5
"inuvik",341,340.5,-28
"inuvik",342,341.5,-28.4
"inuvik",343,342.5,-27.2
"inuvik",344,343.5,-27.6
"inuvik",345,344.5,-27.2
"inuvik",346,345.5,-25.5
"inuvik",347,346.5,-25.8
"inuvik",348,347.5,-26
"inuvik",349,348.5,-26.4
"inuvik",350,349.5,-26.3
"inuvik",351,350.5,-26.2
"inuvik",352,351.5,-25.5
"inuvik",353,352.5,-24.4
"inuvik",354,353.5,-24.2
"inuvik",355,354.5,-26.1
"inuvik",356,355.5,-27.5
"inuvik",357,356.5,-27.2
"inuvik",358,357.5,-26.5
"inuvik",359,358.5,-26.7
"inuvik",360,359.5,-26.9
"inuvik",361,360.5,-26.9
"inuvik",362,361.5,-25.9
"inuvik",363,362.5,-25.7
"inuvik",364,363.5,-24
"inuvik",365,364.5,-24.8
"iqaluit",1,0.5,-23.3
"iqaluit",2,1.5,-24
"iqaluit",3,2.5,-24.4
"iqaluit",4,3.5,-24.7
"iqaluit",5,4.5,-25.3
"iqaluit",6,5.5,-26.3
"iqaluit",7,6.5,-26.5
"iqaluit",8,7.5,-26.2
"iqaluit",9,8.5,-26.1
"iqaluit",10,9.5,-27.2
"iqaluit",11,10.5,-26.9
"iqaluit",12,11.5,-26.6
"iqaluit",13,12.5,-27
"iqaluit",14,13.5,-27.7
"iqaluit",15,14.5,-25.7
"iqaluit",16,15.5,-25.1
"iqaluit",17,16.5,-24.5
"iqaluit",18,17.5,-25.6
"iqaluit",19,18.5,-26.9
"iqaluit",20,19.5,-27.6
"iqaluit",21,20.5,-27.4
"iqaluit",22,21.5,-28
"iqaluit",23,22.5,-26.9
"iqaluit",24,23.5,-25.1
"iqaluit",25,24.5,-25.6
"iqaluit",26,25.5,-25.8
"iqaluit",27,26.5,-27.5
"iqaluit",28,27.5,-26.7
"iqaluit",29,28.5,-26.3
"iqaluit",30,29.5,-28.1
"iqaluit",31,30.5,-28.5
"iqaluit",32,31.5,-28.3
"iqaluit",33,32.5,-28.8
"iqaluit",34,33.5,-29.2
"iqaluit",35,34.5,-28.7
"iqaluit",36,35.5,-27.3
"iqaluit",37,36.5,-27.3
"iqaluit",38,37.5,-26.5
"iqaluit",39,38.5,-27.2
"iqaluit",40,39.5,-27.1
"iqaluit",41,40.5,-26.1
"iqaluit",42,41.5,-26.8
"iqaluit",43,42.5,-26.5
"iqaluit",44,43.5,-25.7
"iqaluit",45,44.5,-27.1
"iqaluit",46,45.5,-28.2
"iqaluit",47,46.5,-28.7
